caseid,sender,target,startdate,terdate,defactoter,ongoing,gradual,expiry,review,measures,goals,adaptgoal,targetsalience,sendersalience,requirementter,outcome,negotiations,costsender,instinvestment,costtarget,multilateralism,datasets,comment,sourceimp,sourceter
ComSec_ZIM_02,1240,552,19.03.2002,,,1,0,1,1,DS,"HR, DM",0,1,0,Ambiguous,Blank,1,Blank,0,Minor,EU – USA – RO,IST,Zimbabwe quits organization permanentely after sanctions are prolonged indefinitely,"https://thecommonwealth.org/history-of-the-commonwealth/zimbabwe-suspended-councils-commonwealth; 
http://news.bbc.co.uk/2/hi/africa/1881913.stm",
EU_ZIM_02,1830,552,18.02.2002,,,1,1,1,0,"AE, IM, AS, AF, TB","DM, HR",0,1,0,Clear ,Blank,1,Blank,0,Minor,EU – USA – RO,EUSANCT/TIES/HSE,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2002:050:0001:0003:EN:PDF,
USA_ZIM_01,2,552,21.12.2001,,,1,1,0,0,"TB, FS, AS, AE, IM","DM, HR",0,1,0,Clear ,Blank,0,Minor,0,Minor,EU – USA – RO,EUSANCT/TIES/HSE,,https://www.congress.gov/107/plaws/publ99/PLAW-107publ99.pdf,
USA_ZIM_06,2,552,26.09.2006,18.10.2007,,0,0,0,1,"AS, AF",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2006/11/01/06-9027/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2007/10/26/07-5371/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_ZIM_09,2,552,14.09.2009,30.09.2017,,0,1,0,1,"AS, AF",HR,0,0,0,Clear,Target partial acquiescence,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2009/09/23/E9-23092/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,Federal Register :: Presidential Determination With Respect to the Efforts of Foreign Governments Regarding Trafficking in Persons
EEC_MAW_92,1653,553,11.05.1992,22.06.1993,,0,0,1,missing,AS,"HR, DM",0,0,0,missing,Target partial acquiescence,1,Blank,0,Major,EU – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:C:1993:006:FULL&from=EN,https://europa.eu/rapid/press-release_DOC-93-3_en.htm
USA_MAW_03,2,553,01.07.2003,01.11.2003,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2003/11/10/03-28361/waiving-prohibition-on-united-states-military-assistance-to-parties-to-the-rome-statute-establishing
USA_MAW_92,2,553,11.05.1992,21.12.1993,,0,0,1,0,AS,"DM, HR",0,0,0,Ambiguous,Target complete acquiescence,1,Minor,0,Major,EU – USA,EUSANCT/HSE,,https://babel.hathitrust.org/cgi/pt?id=umn.31951p00297227k&view=1up&seq=626,https://www.polver.uni-konstanz.de/typo3temp/secure_downloads/103476/0/3abf60aca40b532ce231b7accac6d4e73a722ec3/Case-Summaries_EUSANCT_01.pdf
EEC_SAF_85,"1653, 1830",560,10.09.1985,27.05.1994,,0,1,0,0,"CE, FS, IM, AE","DM, HR",0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Major,EU – UN – USA,EUSANCT/TIES,"Target economic costs: no data available specifically for the EU sanctions; however, South Africa suffered an increased inflation rate from the sum of international sanctions ","https://www.latimes.com/archives/la-xpm-1985-09-11-mn-7171-story.html;
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:41986D0459&from=en;
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:41986D0459&qid=1561035977319&from=EN","https://ec.europa.eu/commission/presscorner/detail/en/MEMO_96_111;
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:41992D0056&qid=1561365848303&from=EN
"
UN_SAF_77,4400,560,04.11.1977,25.05.1994,,0,0,0,0,AE,"DM, NP, AC",0,1,1,Clear ,Target complete acquiescence,0,Blank,1,Minor,EU – UN – USA,EUSANCT/TIES/HSE,,http://unscr.com/en/resolutions/doc/418,http://unscr.com/en/resolutions/doc/919
USA_SAF_03,2,560,01.07.2003,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,0,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_SAF_62,2,560,19.10.1962,27.02.1998,,0,1,0,1,"AE, AS, FS, CE, DS, OE, FB, IM","HR, DM, CB",0,1,0,Clear ,Target complete acquiescence,1,Minor,1,Major,EU – UN – USA,EUSANCT/TIES/HSE,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015077198938&view=1up&seq=348,https://www.govinfo.gov/content/pkg/FR-1998-03-04/pdf/FR-1998-03-04.pdf
USA_NAM_03,2,565,01.07.2003,27.11.2006,,0,1,0,0,"IM, AS",CB,0,0,0,Clear ,Sender capitulation,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/12/12/06-9665/waiving-the-prohibition-on-the-use-of-fiscal-year-2006-economic-support-funds-with-respect-to
USA_LES_03,2,570,01.07.2003,02.08.2006,,0,0,0,0,"IM, AS",CB,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,ICC CASE,https://2001-2009.state.gov/t/pm/rls/othr/misc/23425.htm,https://www.federalregister.gov/documents/2006/08/09/06-6839/waiving-prohibition-on-united-states-military-assistance-with-respect-to-lesotho
AU_MAG_09,3760,580,20.03.2009,27.01.2014,,0,1,0,1,"DS, TB, FS",DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – USA – RO,IST,,http://www.peaceau.org/uploads/madagascareng.pdf,http://www.peaceau.org/uploads/psc-pr-415-madagascar-27-01-2014.pdf
EU_MAG_09,1830,580,06.07.2009,19.05.2014,,0,0,1,0,AS,"HR, DM",0,1,0,Clear ,Target complete acquiescence,1,Blank,0,Major,EU – USA – RO,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1558950225128&uri=CELEX:32010D0371,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1558950225128&uri=CELEX:32014D0323
SADC_MAG_09,4250,580,30.03.2009,30.01.2014,,0,0,0,0,DS,DM,0,1,0,Clear ,Target complete acquiescence,1,Blank,1,Minor,EU – USA – RO,IST,,https://www.sadc.int/files/8213/5292/8385/SADC__Extraordinary_Summit-_March_2009.pdf,https://www.sadc.int/files/1413/9109/9609/Communique_of_the_SADC_Extraodinary_Summit_-_January_2014.pdf
USA_MAG_09,2,580,20.03.2009,27.05.2014,,0,1,0,0,AS,DM,0,1,0,Clear ,Target complete acquiescence,missing,Minor,0,Major,EU – USA – RO,EUSANCT,,https://2009-2017.state.gov/r/pa/prs/ps/2009/03/120714.htm,https://2009-2017.state.gov/r/pa/prs/ps/2014/05/226570.htm
USA_MAG_11,2,580,30.09.2011,17.09.2013,,0,0,0,1,"AS, FS",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2011/10/11/2011-26333/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2013/09/25/2013-23463/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
AU_COM_07,3760,581,10.10.2007,30.04.2008,,0,0,1,0,"TB, AF",DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,1,Minor,RO,IST,"Case included, though sanctions are directed at Anjouanese individuals who are not officially recognized by the government of the Comoros nor the international community; Institutional investment: 2 as MAES was assigned the task to oversee the implementation of sanctions",http://www.peaceau.org/uploads/communiquy-95-eng.pdf,http://www.peaceau.org/uploads/communiquecomoreseng.pdf
EU_COM_00,1830,581,14.02.2000,22.07.2002,,0,0,0,0,AS,DM,0,1,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,EU – USA,IST,,http://europa.eu/rapid/press-release_PRES-00-32_en.htm?locale=en,http://europa.eu/rapid/press-release_PRES-02-210_en.htm
USA_COM_18,2,581,29.11.2018,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking,
USA_COM_99,2,581,10.06.1999,31.12.2003,,0,0,0,0,"AS, IM",DM,0,1,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,EU – USA,EUSANCT,,https://uca.edu/politicalscience/dadm-project/sub-saharan-africa-region/comoros-1975-present/,https://www.americanambassadors.org/publications/ambassadors-review/spring-2005/comoros-engagement
EEC_ALG_92,"1653, 1830",615,01.07.1992,22.12.1994,,0,0,0,0,AS,DM,0,0,0,Ambiguous,Sender capitulation,1,Blank,0,Minor,EU,EUSANCT/HSE,,https://books.google.de/books?id=7ilMMsuE7uEC&pg=PA324&lpg=PA324&dq=The+second+instalment+of+an+emergency+loan+for+balance+of+payments+could+have+been+released+in+July+1992+algeria&source=bl&ots=Bfh0gqQK9r&sig=ACfU3U16i8iSiHosnor_tqSTvWEc1Gy9rw&hl=en&sa=X&ved=2ahUKEwjWzOTXyZ7mAhXSGuwKHTUjBiIQ6AEwAHoECAkQAQ#v=onepage&q&f=false,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:31994D0938&from=en
EEC_LIB_86,"1653, 1830",620,27.01.1986,11.10.2004,,0,1,0,0,"AE, DS, TB",CT,0,0,1,Ambiguous,Target complete acquiescence,0,Blank,0,Minor,EU – UN – USA,EUSANCT/TIES,,https://www.sipri.org/sites/default/files/2016-03/European-Politcal-Cooperation-Presidency.pdf,https://www.sipri.org/sites/default/files/2016-03/EU_Presse_276.pdf
EU_LIB_11,1830,620,28.02.2011,,,1,1,1,1,"AE, AF, TB, DS, IM","AC, HR, DM",1,1,0,Ambiguous,Blank,1,Blank,0,Minor,EU – UN – USA – RO,EUSANCT,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:058:0053:0062:EN:PDF,
LOAS_LIB_11,3450,620,22.02.2011,27.08.2011,,0,0,0,0,DS,"AC, HR, DM",0,1,1,Ambiguous,Target partial acquiescence,1,Blank,0,Minor,EU – UN – USA – RO,IST,,"https://undocs.org/pdf?symbol=en/S/2011/137;
https://www.securitycouncilreport.org/update-report/lookup_c_glkwlemtisg_b_6586331.php;
https://www.un.org/press/en/2011/sc10180.doc.htm;","https://www.aljazeera.com/news/2011/8/27/libya-regains-arab-league-seat;
https://wwww.dailynewssegypt.com/2011/08/22/egypt-recognizes-libyan-ntc-arab-league-offers-support/"
UN_LIB_11,4400,620,26.02.2011,,,1,1,0,1,"AE, IM, AF, TB, FB","HR, DM, AC, WM, NP",1,1,1,Ambiguous,Blank,1,Blank,1,Minor,EU – UN – USA – RO,EUSANCT,,https://digitallibrary.un.org/record/698927?ln=en,
UN_LIB_92,4400,620,31.03.1992,12.09.2003,05.04.1999,0,1,0,1,"FB, AE, IM, DS, TB, AF, CE",CT,0,0,1,Clear ,Target complete acquiescence,1,Blank,1,Major,EU – UN – USA,EUSANCT/HSE,,http://unscr.com/en/resolutions/doc/748,http://unscr.com/en/resolutions/doc/1506
USA_LIB_11,2,620,25.02.2011,,,1,1,0,0,"AF, FS, TB, DS, FB, AE","AC, HR, DM",0,1,0,Ambiguous,Blank,1,Minor,0,Minor,EU – UN – USA – RO,EUSANCT,,https://www.govinfo.gov/content/pkg/FR-2011-03-02/pdf/FR-2011-03-02.pdf,
USA_LIB_17,2,620,27.01.2017,,,1,1,1,1,TB,CT,0,0,1,Ambiguous,Blank,1,Minor,0,Minor,USA,IST,"""Muslim ban"" ",https://www.federalregister.gov/documents/2017/02/01/2017-02281/protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states,
USA_LIB_72,2,620,07.11.1972,30.06.2006,,0,1,1,1,"DS, AE, TB, OE, CE, FS, AF, FB","CT, WM",1,1,1,Ambiguous,Target complete acquiescence,1,Minor,0,Major,EU – UN – USA,EUSANCT/TIES/HSE,state sponsor of terrorism included,https://2001-2009.state.gov/r/pa/prs/ps/2008/sept/109054.htm,https://www.govinfo.gov/content/pkg/FR-2006-07-13/pdf/FR-2006-07-13.pdf
EEC_SUD_90,"1653, 1830",625,01.03.1990,,,1,1,0,1,"IM, AE, AF, TB, AS","HR, DM, AC",0,1,1,Clear ,Blank,1,Blank,0,Minor,EU – UN – USA,EUSANCT/TIES,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:C:1992:183:FULL&from=EN,
UN_SUD_05,4400,625,29.03.2005,,,1,0,1,1,"TB, AF, AE","AC, HR",1,1,1,Clear ,Blank,0,Blank,1,Minor,EU – UN – USA,EUSANCT/TIES,,http://unscr.com/en/resolutions/1591,
UN_SUD_96,4400,625,26.04.1996,28.09.2001,,0,0,0,1,"DS, TB, FB",CT,0,0,0,Clear ,Target complete acquiescence,0,Blank,0,Minor,UN – USA,EUSANCT/TIES,,http://unscr.com/en/resolutions/doc/1054,http://unscr.com/en/resolutions/doc/1372
USA_SUD_03,2,625,09.09.2003,21.09.2005,,0,0,0,1,AS,HR,0,0,0,Clear,Target partial acquiescence,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2003/09/15/03-23602/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2005/09/30/05-19786/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_SUD_11,2,625,04.10.2011,,,1,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2011/10/25/2011-27718/certification-and-determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_SUD_12,2,625,14.09.2012,18.09.2014,,0,0,0,1,AS,HR,0,0,0,Clear,Target partial acquiescence,1,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2012/09/24/2012-23641/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2014/09/26/2014-23170/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_SUD_16,2,625,27.09.2016,29.11.2018,,0,0,0,1,AS,HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2016/10/11/2016-24734/presidential-determination-on-foreign-governments-efforts-regarding-trafficking-in-persons,https://www.federalregister.gov/documents/2018/12/20/2018-27696/presidential-determination-with-respect-to-the-efforts-of-foreign-governments-regarding-trafficking
USA_SUD_90,2,625,28.02.1990,,,1,1,1,1,"AS, IM, FS, TE, AF, AE, OE, TB","HR, DM, CT, AC",1,1,1,Ambiguous,Blank,1,Minor,0,Minor,EU – UN – USA,EUSANCT/TIES/HSE,"State sponsor of terrorism & ""Muslim ban"" included",https://piie.com/sites/default/files/publications/papers/sanctions-sudan-89-3.pdf,
EU_SSD_11,1830,626,18.07.2011,,,1,0,1,0,"AE, AF, TB","HR, AC",0,1,0,Ambiguous,Blank,0,Blank,0,Minor,EU – UN – USA,EUSANCT,,https://www.sipri.org/sites/default/files/2016-03/CFSP_14.pdf,
UN_SSD_15,4400,626,03.03.2015,,,1,1,1,1,"TB, AF, AE","HR, AC",0,1,0,Clear ,Blank,0,Blank,1,Minor,EU – UN – USA,EUSANCT,,https://digitallibrary.un.org/record/788847?ln=en,
USA_SSD_14_a,2,626,03.04.2014,,,1,0,0,0,"AF, TB, FS, AE","HR, AC",0,1,0,Ambiguous,Blank,1,Minor,0,Minor,EU – UN – USA,EUSANCT,,https://home.treasury.gov/system/files/126/south_sudan_eo.pdf,
USA_SSD_14_b,2,626,30.09.2014,,,1,1,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,1,Minor,1,Minor,USA,EUSANCT,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2014/11/21/2014-27870/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_SSD_15,2,626,05.10.2015,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2015/10/16/2015-26496/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
EU_IRN_07,1830,630,27.02.2007,,,1,1,0,1,"CE, OE, AE, FS, FB, AF, TB","NP, WM",0,1,1,Clear ,Blank,1,Blank,0,Major,EU – UN – USA,EUSANCT,,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32007E0140&from=EN; 
https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32007R0423&qid=1569934646013&from=EN, https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32007D0242&qid=1569934646013&from=EN",
EU_IRN_11,1830,630,12.04.2011,,,1,0,1,0,"AF, TB, CE",HR,0,1,0,Ambiguous,Blank,1,Blank,0,Minor,EU – USA,EUSANCT,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02011D0235-20190409,
EU_IRN_97,1830,630,10.04.1997,22.11.1997,,0,0,0,1,DS,CT,0,0,1,Ambiguous,Stalemate,1,Blank,0,Minor,EU – USA,IST,"Iranians responded with condemnation and threats. Thousands of demonstrators threw eggs and rocks at the German embassy, and one important religious leader warned Berlin that Iranians would storm its embassy as they had the U.S. embassy in 1979. Two-hundred of the 270 Majlis members signed a letter saying Germany ""does not deserve friendly relations with Tehran."" An assembly of several thousand clergymen in Qom drew up a resolution saying that the German prosecutors' ""insults...fall in the same category as Salman Rushdie's Satanic Verses. The mercenary prosecutors must be given the maximum punishment for this crime."" https://www.washingtoninstitute.org/policy-analysis/view/europes-critical-dialogue-with-iran-pressure-for-change","https://ec.europa.eu/commission/presscorner/detail/en/PESC_97_32;
https://data.consilium.europa.eu/doc/document/ST-7738-1997-INIT/en/pdf",https://apnews.com/article/e86c2a4e216bdef7b3bc3ea80cdea9a3
UN_IRN_06,4400,630,23.12.2006,,,1,1,0,1,"FS, TB, AE, FS, CE","NP, WM",0,1,1,Clear ,Blank,1,Blank,1,Severe,EU – UN – USA,EUSANCT,,https://www.iaea.org/sites/default/files/unsc_res1737-2006.pdf,
USA_IRN_06,2,630,26.09.2006,,,1,0,0,1,"AS, FS",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2006/11/01/06-9027/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
USA_IRN_18,2,630,28.09.2018,,,1,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2018/10/23/2018-23245/presidential-determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_IRN_84,2,630,19.01.1984,,,1,1,1,1,"FS, CE, AF, AE, AS, TB, TE, OE","CT, WM, NP, HR",1,1,1,Ambiguous,Blank,1,Major,0,Major,EU – UN – USA,EUSANCT/TIES/HSE,"State sponsor of terrorism & ""Muslim ban"" included",https://www.govinfo.gov/content/pkg/BILLS-112hr4228ih/html/BILLS-112hr4228ih.htm,
USA_IRN_87,2,630,02.03.1987,04.12.1998,,0,0,0,1,"AS, FS",DT,0,0,0,Clear ,Target complete acquiescence,0,Minor,0,Minor,USA,EUSANCT/TIES,Drug Trafficking,https://www.ncjrs.gov/pdffiles1/Digitization/112882NCJRS.pdf,https://fas.org/irp/news/1998/12/98120701_lgi.html
EU_TUR_18,1830,640,10.08.2018,,,1,0,0,1,AS,"DM, HR",0,0,0,Ambiguous,Blank,1,Blank,0,Minor,EU – USA,IST,,https://ec.europa.eu/transparency/regdoc/rep/3/2018/EN/C-2018-5067-F1-EN-MAIN-PART-1.PDF,
EU_TUR_95,1830,640,06.03.1995,13.12.1995,,0,0,0,0,CE,"DM, HR",0,0,0,Ambiguous,"Negotiated settlement, Target partial acquiescence",1,Blank,0,Minor,EU,EUSANCT/HSE,,https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1556287265522&uri=CELEX:51995IP0171,"https://www.europarl.europa.eu/sides/getDoc.do?pubRef=-//EP//NONSGML+REPORT+A5-2000-0303+0+DOC+PDF+V0//EN;
https://ec.europa.eu/commission/presscorner/detail/en/doc_95_9
"
USA_TUR_18,2,640,01.08.2018,02.11.2018,,0,0,0,0,AF,HR,0,0,0,Clear ,Target complete acquiescence,1,Minor,0,Minor,EU – USA,IST,,"https://home.treasury.gov/news/press-releases/sm453;
https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20181102.aspx",federalregister.gov/documents/2018/11/08/2018-24385/notice-of-ofac-sanctions-actions
UN_IRQ_90,4400,645,06.08.1990,15.12.2010,08.06.2004,0,1,0,1,"TE, CE, OE, AE, FS, FB, TB, AF","AC, NP, WM, CT",1,1,1,Clear ,Stalemate,1,Blank,1,Severe,UN – USA,EUSANCT/TIES/HSE,political assistance by voting: Cuba & Yemen in the 90ies. Political assistance by statement Macedonia and South Africa in 2003 during UN debate ,http://unscr.com/en/resolutions/doc/661,http://unscr.com/en/resolutions/doc/1957
USA_IRQ_17,2,645,27.01.2017,06.03.2017,,0,1,1,1,TB,CT,0,0,1,Ambiguous,Target complete acquiescence,1,Minor,0,Minor,USA,IST,"""Muslim ban"" ",https://www.federalregister.gov/documents/2017/02/01/2017-02281/protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states,https://www.federalregister.gov/documents/2017/03/09/2017-04837/protecting-the-nation-from-foreign-terrorist-entry-into-the-united-states
USA_IRQ_90,2,645,02.08.1990,13.09.2010,29.07.2004,0,1,0,0,"TE, OE, AE, FS, AF, FB, CE, TB","AC; WM, NP, CT",1,1,1,Ambiguous,Stalemate,0,Minor,0,Severe,UN – USA,EUSANCT/TIES/HSE,"effective August 2, 1990 printed in the federal register August 3, 1990",https://home.treasury.gov/system/files/126/12722.pdf,https://www.federalregister.gov/documents/2010/09/13/2010-22548/iraqi-sanctions-regulations
AU_EGY_13,3760,651,05.07.2013,17.06.2014,,0,0,0,0,DS,"DM, HR",0,1,1,Clear ,Sender capitulation,1,Blank,1,Minor,EU – USA – RO,IST,,http://www.peaceau.org/uploads/psc-384-com-egypt-05-07-2013.pdf,http://www.peaceau.org/uploads/psc-com-442-egypt-17-06-2014.pdf
EU_EGY_13,1830,651,21.08.2013,,,1,0,0,0,AE,"DM, HR",0,1,0,Ambiguous,Blank,1,Blank,0,Minor,EU – USA – RO,EUSANCT,,https://www.sipri.org/sites/default/files/2016-03/EU-Council-conclusions-on-Egypt.pdf,
USA_EGY_13,2,651,24.07.2013,31.05.2015,,0,0,0,0,"AS, AE","DM, HR",0,0,1,Ambiguous,Sender capitulation,1,Minor,0,Minor,EU – USA – RO,EUSANCT,,nytimes.com/2013/07/25/world/middleeast/us-halts-delivery-of-f-16-fighters-to-egypt-in-sign-of-disapproval.html,https://obamawhitehouse.archives.gov/the-press-office/2015/03/31/readout-president-s-call-president-al-sisi-egypt
USA_EGY_17,2,651,22.08.2017,25.07.2018,,0,0,0,0,AS,"DM, HR",0,0,0,Ambiguous,Sender capitulation,1,Minor,0,Minor,EU – USA,IST,,https://www.state.gov/briefings/department-press-briefing-august-23-2017/#EGYPT,https://edition.cnn.com/2018/07/25/politics/us-military-aid-egypt/index.html
EEC_SYR_86,"1653, 1830",652,10.11.1986,28.11.1994,,0,1,0,0,"AE, DS",CT,0,0,1,Ambiguous,Target partial acquiescence,1,Blank,0,Minor,EU – USA,EUSANCT/TIES,,http://hist.asu.ru/aes/EFP_Documents_0415158222.pdf,https://ec.europa.eu/commission/presscorner/detail/en/PRES_94_255
EU_SYR_11,1830,652,09.05.2011,,,1,1,1,1,"AE, TB, AF, OE, FS, CE","AC, HR, DM",1,1,0,Ambiguous,Blank,0,Blank,0,Major,EU – USA – RO,EUSANCT,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2011:121:0011:0014:EN:PDF,
LOAS_SYR_11,3450,652,16.11.2011,,,1,0,0,1,"DS, AF, TB, TE, AE, FS",HR,0,1,0,Ambiguous,Blank,0,Blank,0,Major,EU – USA – RO,IST,,"http://www.moqatil.com/openshare/Wthaek/title/GamaKema/635.doc_cvt.htm; 
https://www.sipri.org/sites/default/files/2016-03/20111203_Arab-League-arms-embargo-on-Syria.pdf
",
USA_SYR_06,2,652,26.09.2006,10.09.2010,,0,1,0,1,"AS, AF",HR,0,0,0,Clear,Target partial acquiescence,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2006/11/01/06-9027/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,https://www.federalregister.gov/documents/2010/11/01/2010-27674/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in
USA_SYR_11,2,652,29.04.2011,,,1,0,0,0,"AF, FS, OE, CE, TB, TE","HR, DM, AC",1,1,0,Ambiguous,Blank,0,Minor,0,Minor,EU – USA – RO,EUSANCT,,https://home.treasury.gov/system/files/126/13572.pdf,
USA_SYR_12,2,652,14.09.2012,,,1,1,0,1,"AS, AF",HR,0,0,0,Clear,Blank,0,Minor,1,Minor,USA,IST,Human Trafficking Act,https://www.federalregister.gov/documents/2012/09/24/2012-23641/presidential-determination-with-respect-to-foreign-governments-efforts-regarding-trafficking-in,
USA_SYR_13,2,652,30.09.2013,,,1,0,0,1,"AS, AE, IM","HR, AC",0,0,0,Ambiguous,Blank,0,Minor,1,Minor,USA,IST,Child Soldiers Prevention Act,https://www.federalregister.gov/documents/2013/10/23/2013-25122/determination-with-respect-to-the-child-soldiers-prevention-act-of-2008,
USA_SYR_79,2,652,29.12.1979,,,1,1,1,1,"AS, CE, FS, AE, IM, DS, FB, AF, TB","AC, CT, WM",1,1,1,Clear ,Blank,1,Minor,1,Minor,EU – USA,EUSANCT/TIES/HSE,"State sponsor of terrorism & ""Muslim ban"" included","https://www.state.gov/state-sponsors-of-terrorism/;
https://www.state.gov/syria-sanctions/",
USA_SYR_87,2,652,02.03.1987,09.11.1997,,0,0,0,1,"AS, FS",DT,0,0,0,Clear ,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/TIES,Drug Trafficking,https://www.ncjrs.gov/pdffiles1/Digitization/112882NCJRS.pdf,https://www.presidency.ucsb.edu/documents/letter-congressional-leaders-major-narcotics-producing-and-transit-countries-1
USA_LEB_84,2,660,22.02.1984,31.07.1997,,0,1,1,0,"AE, TB, AS, FB, IM","AC, CT",1,0,0,missing,Target partial acquiescence,1,Minor,0,Minor,USA,EUSANCT/HSE,,https://www.washingtonpost.com/archive/politics/1984/05/08/us-military-program-in-beirut-grinding-to-halt/9304aaf7-384e-4b84-a048-337a362cb1a0/,https://1997-2001.state.gov/statements/970730a.html
